,,Run 1 values,,,Run 2 values,,,Run 3 values,,,Cumulative pTau results,,,,Cumulative total Tau results,,,,Cumulative pTau/total Tau results,,,
Well Contents,Average Cell Count,pTau,pTau2,pTau3,Total Tau,Total Tau2,Total Tau3,ptau/total Tau,ptau/total Tau2,ptau/total tau3,Average pTau,St Dev,pvalue,Z score,Average Total Tau,St Dev2,pvalue2,Z score3,Average pTau/total Tau,St Dev3,pvalue3,Z score2
FLT4 s2,200,1.36512,0.98834,0.99647,1.23367,0.68352,0.93998,1.10655,1.44594,1.0601,1.11664,0.21523,0.44698,-0.50095,0.95239,0.27528,0.79278,0.46549,1.2042,0.21064,0.23515,-0.71216
FN3K s1,374,1.66066,1.18455,1.52238,0.83988,0.84828,0.84012,1.97727,1.39641,1.81209,1.45586,0.24493,0.08424,-0.21558,0.84276,0.00478,0.00031,-0.40254,1.72859,0.2993,0.05191,0.53306
FN3K s2,392,1.72766,1.29033,1.78599,0.96155,1.42399,1.08741,1.79673,0.90614,1.64243,1.60133,0.27091,0.06148,-1.01609,1.15765,0.23909,0.37171,2.09066,1.44843,0.47594,0.24428,-0.929
FRK s1,117,1.3744,1.33035,1.21936,1.42807,1.15979,0.93653,0.96241,1.14706,1.302,1.30803,0.07989,0.0217,0.38029,1.1748,0.24612,0.3437,2.22643,1.13716,0.17001,0.29715,-1.08404
FRK s2,130,1.10835,1.16259,1.12614,1.14841,1.003,0.77733,0.96512,1.15911,1.44873,1.13236,0.02765,0.01423,-0.72947,0.97625,0.18698,0.84627,0.65437,1.19099,0.24338,0.30706,-0.88955
FUK s1,360,1.55077,1.38028,0.83198,0.76975,0.72254,0.68167,2.01464,1.91031,1.2205,1.25434,0.37558,0.36161,0.00422,0.72465,0.04408,0.00843,-1.33765,1.71515,0.43154,0.10297,1.16028
FUK s2,437,1.18038,0.99695,1.44456,0.85839,1.03023,0.96128,1.37512,0.9677,1.50274,1.2073,0.22501,0.25162,-0.70261,0.94997,0.08648,0.42184,0.44628,1.28185,0.27945,0.22276,-0.75377
FYN s1,251,1.23529,0.84519,0.95073,1.0558,1.04881,0.73,1.17,0.80586,1.30237,1.0104,0.20178,0.93698,-0.81474,0.94487,0.18612,0.65896,0.40593,1.09274,0.25711,0.5959,-1.05794
FYN s2,86,1.13173,0.76894,0.9547,1.2593,1.04877,0.83907,0.8987,0.73318,1.1378,0.95179,0.18141,0.69051,-1.18633,1.04905,0.21012,0.7251,1.23081,0.92323,0.20342,0.58042,-1.77101
GAK s1,154,0.94007,1.55196,2.07825,0.92355,0.78685,0.64242,1.01788,1.97237,3.23505,1.52343,0.56963,0.25247,1.5675,0.78427,0.14059,0.11719,-0.86561,2.0751,1.11215,0.23604,2.73934
GAK s2,63,1.4113,0.99107,1.95048,1.11157,0.77197,0.70327,1.26965,1.28381,2.77346,1.45095,0.48094,0.24585,-0.64942,0.86227,0.21861,0.3891,-0.24807,1.77564,0.86417,0.26028,0.97494
GIT1 s1,194,0.79681,0.80454,1.0089,0.88439,0.86074,0.83988,0.90097,0.93472,1.20124,0.87009,0.12028,0.20229,-1.29507,0.86167,0.02227,0.00853,-0.2528,1.01231,0.16449,0.90872,-1.20219
GIT1 s2,207,1.00462,0.84842,1.2229,0.99259,1.0425,0.78511,1.01211,0.81384,1.55761,1.02531,0.18809,0.83738,-0.60574,0.94007,0.1365,0.52638,0.36791,1.12785,0.38516,0.62338,-0.80096
GIT2 s1,387,1.06458,0.45731,0.81116,0.79959,0.88402,0.63402,1.3314,0.5173,1.2794,0.77768,0.30502,0.33406,-1.58534,0.77255,0.12718,0.09031,-0.95847,1.0427,0.45575,0.886,-0.94193
GIT2 s2,316,0.83256,0.66723,1.6008,0.84221,0.91455,1.22451,0.98855,0.72957,1.30729,1.03353,0.49818,0.91785,-0.47289,0.99376,0.20309,0.96237,0.79299,1.00847,0.28937,0.96417,-1.22933
GK s1,429,1.09781,0.94898,1.21768,0.90247,0.96128,0.79222,1.21645,0.98721,1.53704,1.08816,0.13461,0.3743,-0.77902,0.88532,0.08582,0.1467,-0.06554,1.2469,0.27618,0.26161,-0.65581
GK s2,438,1.16762,1.04363,0.99773,0.92372,0.70732,0.79658,1.26405,1.47548,1.25252,1.06966,0.08789,0.30346,-0.30841,0.8092,0.10875,0.09337,-0.66823,1.33068,0.12553,0.04483,0.08641
GKAP42 s1,208,0.7993,0.68585,1.00431,0.88869,0.98177,0.79583,0.89942,0.69859,1.26197,0.82982,0.16141,0.20936,-1.35143,0.88876,0.09297,0.174,-0.03831,0.95333,0.28553,0.8037,-1.32426
GKAP42 s2,85,0.86399,0.78372,1.77878,0.98812,0.78751,0.65164,0.87438,0.99519,2.7297,1.14216,0.55279,0.69958,-0.55533,0.80909,0.16927,0.18999,-0.66913,1.53309,1.03806,0.46759,0.45058
GNE s1,463,1.22823,0.84306,1.06862,1.03224,1.16399,0.62528,1.18987,0.72428,1.70904,1.04664,0.19352,0.71693,-0.64899,0.9405,0.28083,0.74884,0.37136,1.20773,0.49262,0.54113,-0.59949
GNE s2,438,0.98619,0.90621,1.41358,1.02561,1.14607,0.83756,0.96157,0.79071,1.68773,1.102,0.27279,0.58365,0.04666,1.00308,0.15548,0.97574,0.86683,1.14667,0.4763,0.64711,-0.52289
GRK4 s1,377,1.31133,2.48026,1.58405,0.93315,0.85734,0.75354,1.40527,2.89298,2.10216,1.79188,0.61155,0.15412,1.09989,0.84801,0.09017,0.10002,-0.36098,2.13347,0.74435,0.1187,1.77415
GRK4 s2,250,1.54006,1.2116,1.60627,1.25385,0.97012,0.80094,1.22827,1.24892,2.00547,1.45265,0.21136,0.06561,0.74443,1.00831,0.22885,0.9556,0.9082,1.49422,0.44288,0.19296,0.12625
GRK5 s1,324,0.79332,0.69682,1.6289,0.8777,0.85781,0.82907,0.90386,0.81232,1.96474,1.03968,0.51256,0.90561,-1.0648,0.85486,0.02445,0.00933,-0.30674,1.22697,0.64056,0.6019,-0.76346
GRK5 s2,441,1.06277,0.93477,1.73663,1.00346,0.87367,1.09413,1.05911,1.06993,1.58723,1.24472,0.43079,0.42887,0.83588,0.99042,0.1108,0.89469,0.76658,1.23876,0.30183,0.30419,-0.06272
GRK6 s1,435,0.87721,0.74183,0.69991,0.9137,0.74192,0.78848,0.96007,0.99988,0.88767,0.77298,0.09267,0.0513,-1.86902,0.8147,0.08884,0.0688,-0.62472,0.94921,0.05689,0.26204,-1.50076
GRK6 s2,439,0.96827,0.78146,1.10617,0.95089,0.74451,0.86354,1.01828,1.04963,1.28097,0.95197,0.16297,0.66046,-0.78254,0.85298,0.1036,0.13322,-0.32162,1.11629,0.14347,0.29548,-0.70538
GSK3A s1,445,1.01519,1.18569,0.82933,0.89746,0.93364,0.90823,1.13118,1.26996,0.91313,1.01007,0.17823,0.93099,-0.67278,0.91311,0.01858,0.0149,0.15447,1.10476,0.17988,0.41931,-0.88436
GSK3A s2,364,1.21063,0.93152,0.76732,0.85113,0.84162,0.86145,1.42238,1.10681,0.89073,0.96982,0.22412,0.83728,-0.79961,0.8514,0.00992,0.00148,-0.33411,1.13997,0.26737,0.46025,-0.6832
GSK3B s1,407,0.85806,1.1223,1.03199,0.85447,0.83766,0.94138,1.0042,1.3398,1.09625,1.00412,0.13431,0.96249,-0.64364,0.87784,0.05567,0.06277,-0.12481,1.14675,0.17341,0.28034,-0.67051
GSK3B s2,442,1.0895,0.80354,1.14473,0.83319,0.75829,0.86237,1.30763,1.05967,1.32743,1.01259,0.18314,0.9161,-0.60616,0.81795,0.05369,0.02778,-0.59897,1.23157,0.1492,0.11499,-0.32449
GUK1 s1,445,0.82023,1.01956,1.1542,0.87471,0.90571,0.69936,0.93771,1.1257,1.65035,0.99799,0.16803,0.98537,-1.02661,0.8266,0.11127,0.11422,-0.53052,1.23792,0.36934,0.38061,-0.50817
GUK1 s2,397,1.05065,0.94548,1.35318,0.89978,0.73723,0.99067,1.16768,1.28247,1.36593,1.11643,0.21166,0.44126,-0.17262,0.87589,0.12839,0.23606,-0.14022,1.27203,0.09954,0.04185,-0.23295
HAK s1,382,1.13424,0.57983,0.81032,0.98075,0.91293,1.07931,1.1565,0.63513,0.75077,0.84146,0.27851,0.4281,-1.30449,0.991,0.08366,0.86936,0.77117,0.84747,0.2738,0.4364,-1.77388
HAK s2,446,0.94374,0.49601,0.63164,0.92671,0.73107,0.80641,1.01837,0.67848,0.78328,0.69047,0.22959,0.14463,-2.05521,0.8214,0.09868,0.08846,-0.57169,0.82671,0.17406,0.22678,-1.83521
HCK s1,159,1.22154,1.49833,1.38751,1.0895,1.07527,0.62587,1.1212,1.39344,2.21693,1.36913,0.1393,0.04434,-1.80964,0.93021,0.26366,0.69162,0.28988,1.57719,0.57051,0.22181,-0.31995
HCK s2,151,0.89142,1.30647,1.31422,0.87508,0.96081,0.69621,1.01867,1.35976,1.88768,1.1707,0.2419,0.3461,-0.43274,0.84403,0.13501,0.18337,-0.39245,1.42204,0.43784,0.23696,0.00999
HGS s1,360,1.38905,1.14614,1.07126,0.94726,1.07905,0.82272,1.46638,1.06217,1.30209,1.20215,0.16613,0.16963,-0.60857,0.94968,0.12818,0.56667,0.44401,1.27688,0.20328,0.1423,-0.74096
HGS s2,407,0.93775,0.89299,1.57295,0.87273,0.93886,0.89536,1.0745,0.95115,1.75678,1.13456,0.38031,0.60238,-0.169,0.90231,0.03361,0.03727,0.069,1.26081,0.43393,0.40717,-0.36857
HIPK1 s1,181,0.70477,0.7363,1.20556,0.74722,1.03524,0.56668,0.9432,0.71123,2.12741,0.88221,0.28047,0.5426,-1.38241,0.78305,0.23633,0.25278,-0.87533,1.26061,0.75957,0.6126,-0.25471
HIPK1 s2,428,1.12083,1.06085,1.21529,0.97014,0.85697,0.74491,1.15533,1.23791,1.63147,1.13233,0.07786,0.09862,-0.27459,0.85734,0.11262,0.15947,-0.28711,1.34157,0.25443,0.14561,-0.07113
HIPK2 s1,236,1.17102,1.69622,0.91713,1.08597,1.04366,0.66578,1.07831,1.62527,1.37752,1.26146,0.39734,0.37251,-0.45447,0.9318,0.23135,0.66043,0.30249,1.36037,0.27388,0.1503,-0.46153
HIPK2 s2,370,1.00206,1.36756,1.12087,0.86839,0.78394,0.71193,1.15392,1.74446,1.57441,1.16349,0.18644,0.26813,-0.13667,0.78809,0.07831,0.04263,-0.8354,1.49093,0.30399,0.10758,0.53047
HIPK3 s1,353,0.82404,1.20568,1.29353,0.80755,0.69663,0.82265,1.02042,1.73074,1.57239,1.10775,0.2496,0.53259,-0.7533,0.77561,0.06882,0.02995,-0.93421,1.44118,0.37289,0.17696,0.08238
HIPK3 s2,415,1.41814,0.66755,1.2676,0.90394,0.75672,0.89726,1.56883,0.88217,1.41274,1.11776,0.39709,0.65861,-1.4641,0.85264,0.08314,0.09174,-0.32429,1.28791,0.35995,0.3002,-0.78171
HK1 s1,276,0.75577,0.8184,1.37696,0.8301,1.14695,0.6304,0.91046,0.71354,2.18426,0.98371,0.342,0.94176,-0.9967,0.86915,0.26048,0.47599,-0.1936,1.26942,0.79837,0.61803,-0.34591
HK1 s2,329,0.92794,1.12887,1.2959,0.81798,1.16997,1.01268,1.13443,0.96487,1.27967,1.11757,0.18424,0.38421,-0.55372,1.00021,0.17633,0.99855,0.84409,1.12632,0.15756,0.29935,-1.09399
HK2 s1,446,0.97003,0.97589,0.99971,0.76788,0.87658,0.62012,1.26326,1.11329,1.61211,0.98188,0.01572,0.1839,-1.02937,0.75486,0.12873,0.08092,-1.09848,1.32955,0.25593,0.15547,-0.10434
HK2 s2,448,0.86664,1.07639,1.2195,0.74253,0.77003,0.87216,1.16715,1.39785,1.39825,1.05418,0.17747,0.64979,-0.7478,0.79491,0.0683,0.03504,-0.78141,1.32108,0.13331,0.05294,-0.17831
HK3 s1,414,1.12454,1.0272,1.00089,0.76998,1.06002,0.53961,1.46047,0.96903,1.85482,1.05087,0.06514,0.30877,-0.34869,0.78987,0.26077,0.29758,-0.82128,1.42811,0.44378,0.2367,0.53144
HK3 s2,365,1.02942,1.15983,1.1762,0.7343,0.80618,0.74856,1.4019,1.43868,1.57128,1.12182,0.08044,0.11978,-0.25005,0.76301,0.03805,0.00849,-1.03394,1.47062,0.08909,0.01174,0.50732
HSMDPKIN s1,448,1.17714,1.62063,1.25498,0.92722,0.78261,0.60935,1.26954,2.07081,2.05953,1.35092,0.2368,0.12414,0.27547,0.77306,0.15915,0.13219,-0.9544,1.79996,0.45939,0.09459,1.3215
HSMDPKIN s2,335,0.97606,0.86496,1.10661,0.85244,0.76892,0.63313,1.14502,1.1249,1.74783,0.98254,0.12095,0.82592,-0.52013,0.7515,0.11069,0.06022,-1.12512,1.33925,0.35399,0.2388,0.28781
HSPB8 s1,437,1.00283,0.91928,1.05969,0.78408,0.82378,0.71384,1.27899,1.11593,1.4845,0.99393,0.07063,0.89535,-0.91993,0.7739,0.05567,0.01962,-0.94776,1.29314,0.18469,0.11076,-0.22419
HSPB8 s2,381,0.97558,0.7952,0.9974,0.7752,0.76006,0.77856,1.25848,1.04624,1.28108,0.92273,0.11098,0.35112,-0.97598,0.77127,0.00986,0.00062,-0.96853,1.19527,0.12956,0.12073,-0.41831
HUNK s1,292,0.82196,1.11071,1.25131,0.99365,0.99969,1.64888,0.82721,1.11106,0.75889,1.06133,0.2189,0.67543,-0.78234,1.21407,0.37657,0.4286,2.53741,0.89905,0.18675,0.44798,-1.93617
HUNK s2,76,1.54181,0.71947,0,2.0865,1.08667,0,0.73895,0.66209,#DIV/0!,0.75376,0.77148,0.63592,-2.7153,1.58658,0.70698,0.93241,5.48681,0.70052,0.05435,#DIV/0!,-2.71643
ICK s1,427,1.081,1.30935,0.92724,0.82551,0.80511,0.6649,1.3095,1.6263,1.39456,1.10586,0.19227,0.44089,-1.22728,0.76517,0.08744,0.04324,-1.01684,1.44345,0.16396,0.04267,-0.16373
ICK s2,384,0.9632,0.91605,1.01146,0.77727,0.71838,0.89004,1.2392,1.27516,1.13643,0.96357,0.04771,0.31694,-1.10698,0.79523,0.08722,0.05549,-0.77886,1.21693,0.072,0.03481,-0.56611
IHPK1 s1,451,1.19349,0.81839,1.22315,0.91243,1.01567,0.64235,1.30803,0.80576,1.90419,1.07834,0.22562,0.60865,-0.15015,0.85682,0.19278,0.32709,-0.29124,1.33933,0.54989,0.39706,0.1982
IHPK1 s2,472,1.0498,0.84341,1.38691,0.90298,0.96445,0.81052,1.1626,0.87451,1.71114,1.09338,0.27436,0.61525,-1.52773,0.89265,0.07748,0.13847,-0.00753,1.24941,0.42502,0.41638,-0.89591
IHPK2 s1,450,0.97511,1.38897,2.11007,0.82237,0.68946,1.15569,1.18573,2.01456,1.82581,1.49138,0.57437,0.27659,0.63638,0.88918,0.24019,0.50802,-0.03503,1.67537,0.43442,0.11467,0.69132
IHPK2 s2,412,1.50914,0.56169,2.22637,1.19375,0.78888,1.63993,1.2642,0.71201,1.3576,1.4324,0.83499,0.4644,0.30535,1.20752,0.42569,0.48737,2.48551,1.11127,0.34891,0.63618,-1.2284
IHPK3 s1,293,0.91786,0.78137,2.24967,1.06542,1.09848,1.45772,0.8615,0.71132,1.54328,1.3163,0.8112,0.56906,-1.17651,1.20721,0.21758,0.24083,2.48303,1.0387,0.44338,0.8937,-2.13788
IHPK3 s2,370,1.2165,1.069,1.76544,1.28803,1.31823,1.61809,0.94446,0.81094,1.09106,1.35031,0.36699,0.24008,0.39933,1.40812,0.18247,0.06064,4.07378,0.94882,0.14011,0.59164,-1.82954
IKBKAP s1,98,0.62419,0.79148,1.77756,0.70554,0.77131,0.6818,0.88469,1.02616,2.60716,1.06441,0.62325,0.87443,-1.20954,0.71955,0.04637,0.00899,-1.37807,1.506,0.95625,0.45614,0.17073
IKBKAP s2,264,0.85801,0.9121,1.69361,0.74359,0.90185,0.61214,1.15387,1.01136,2.76669,1.15457,0.4676,0.62473,-0.48507,0.75253,0.14506,0.09799,-1.11695,1.64397,0.97491,0.37105,0.89202
IKBKE s1,97,0.75129,1.00905,1.24535,0.83746,0.92004,0.67211,0.89711,1.09674,1.85289,1.0019,0.24711,0.9906,-0.67153,0.80987,0.12625,0.12089,-0.66293,1.28225,0.50418,0.43452,-0.12015
IKBKE s2,339,0.8998,1.00483,1.57579,0.7706,1.38564,0.60923,1.16766,0.72517,2.58653,1.16014,0.36378,0.52543,-0.25126,0.92182,0.4097,0.77244,0.22347,1.49312,0.97243,0.4724,0.47058
IKBKG s1,191,0.92117,1.29652,1.61112,0.70726,0.83131,0.78443,1.30246,1.55961,2.05388,1.27627,0.34542,0.30023,-0.83912,0.77433,0.06264,0.02473,-0.94434,1.63865,0.38189,0.10139,0.37298
IKBKG s2,197,1.14678,1.20914,1.72373,1.02135,1.32465,0.66852,1.12281,0.9128,2.57843,1.35988,0.31664,0.18785,1.01934,1.00484,0.32837,0.98196,0.88074,1.53801,0.90712,0.41229,0.78359
ILK s1,54,1.32922,1.09919,1.49504,0.76635,1.07728,1.12242,1.73449,1.02034,1.33198,1.30782,0.19879,0.11544,0.50471,0.98868,0.19386,0.92868,0.75283,1.36227,0.35804,0.22178,-0.08618
ILK s2,22,0.62714,1.25509,1.40446,0.57231,0.94701,0.87004,1.0958,1.32532,1.61424,1.09556,0.41249,0.72703,-0.37279,0.79645,0.19789,0.21677,-0.76917,1.34512,0.25979,0.14805,-0.00584
ILKAP s1,18,0.89707,0.83819,0.71431,1.11931,0.92142,0.7291,0.80145,0.90968,0.97972,0.81652,0.09329,0.07643,-1.27774,0.92328,0.19511,0.56609,0.23496,0.89695,0.08981,0.18523,-1.44557
ILKAP s2,286,0.85213,0.61728,1.48614,0.77545,0.90932,0.73338,1.09889,0.67884,2.02643,0.98519,0.44945,0.95966,-0.76595,0.80605,0.09188,0.06733,-0.69319,1.26805,0.68954,0.57013,-0.18257
IRAK1 s1,343,0.72661,0.72156,0.92009,0.51616,0.74929,1.13057,1.40772,0.96299,0.81383,0.78942,0.11319,0.08431,-1.48776,0.79868,0.31017,0.37771,-0.75158,1.06151,0.30896,0.7631,-0.83683
IRAK1 s2,159,0.66819,1.19623,0.87209,0.7399,0.86598,0.81194,0.90308,1.38135,1.07407,0.91217,0.26629,0.62544,-1.25519,0.80594,0.06325,0.03364,-0.69404,1.1195,0.24235,0.48304,-0.85623
IRAK2 s1,128,1.05182,1.20412,1.09252,1.00143,0.93501,0.70323,1.05032,1.28781,1.55357,1.11615,0.07885,0.12537,-0.69112,0.87989,0.15656,0.31523,-0.10855,1.29723,0.25176,0.17753,-0.48127
IRAK2 s2,90,0.92858,1.41861,1.15807,1.079,1.04442,0.72169,0.8606,1.35827,1.60467,1.16842,0.24518,0.35622,-0.89253,0.94837,0.19707,0.69447,0.43364,1.27451,0.37904,0.33643,-0.77191
IRAK3 s1,95,0.97666,0.86812,0.87333,0.87016,0.95785,0.82002,1.12239,0.90632,1.06501,0.90603,0.06122,0.11713,-1.15991,0.88268,0.06977,0.10042,-0.0865,1.03124,0.11193,0.67654,-1.151
IRAK3 s2,161,0.91312,0.77954,0.95253,0.87865,0.83037,0.89397,1.03924,0.93879,1.0655,0.88173,0.09067,0.15236,-1.51525,0.86766,0.0332,0.02034,-0.20537,1.01451,0.06688,0.74321,-1.3967
IRAK4 s1,220,1.04142,1.36907,0.88471,0.97679,0.8038,1.25764,1.06617,1.70325,0.70347,1.0984,0.24716,0.56171,0.08671,1.01275,0.22905,0.93201,0.94335,1.15763,0.50613,0.64361,-0.42431
IRAK4 s2,152,0.78248,1.09553,0.8862,0.76351,0.90783,1.05057,1.02484,1.20676,0.84354,0.9214,0.15947,0.48322,-1.328,0.9073,0.14353,0.37963,0.10849,1.02505,0.18161,0.83343,-1.37171
LOC55971 s1,152,0.82503,0.80796,0.87456,0.96277,1.00106,0.98149,0.85694,0.80711,0.89106,0.83585,0.03459,0.01448,-1.35789,0.98177,0.01915,0.24097,0.69811,0.8517,0.04222,0.02597,-1.7688
ITK s2,357,0.91535,1.28248,0.96881,0.795,0.97529,0.96851,1.15139,1.31497,1.00032,1.05555,0.19834,0.67554,-0.51665,0.91293,0.10219,0.27801,0.15306,1.15556,0.15737,0.229,-0.73706
ITPK1 s1,356,1.12457,1.68593,1.08472,0.89081,1.13108,0.64864,1.26241,1.49055,1.67231,1.29841,0.3362,0.26403,0.13042,0.89018,0.24122,0.51299,-0.0271,1.47509,0.20539,0.05702,0.17104
PLK2 s2,335,0.79766,0.67763,0.84611,0.87162,0.81256,1.03308,0.91514,0.83395,0.81903,0.7738,0.08674,0.04568,-1.72447,0.90575,0.11415,0.28897,0.09622,0.85604,0.05172,0.04044,-1.80705
ITPKA s1,135,0.92135,1.04695,1.09717,1.0047,0.97051,0.67472,0.91705,1.07876,1.6261,1.02182,0.09056,0.71693,-1.2289,0.88331,0.18145,0.38124,-0.08148,1.2073,0.3716,0.43585,-0.82941
ITPKA s2,410,1.0664,1.10737,1.38053,0.8759,0.71877,1.09586,1.21749,1.54066,1.25977,1.18477,0.17077,0.20177,-0.45025,0.89684,0.18942,0.4451,0.02566,1.33931,0.17565,0.0789,-0.33462
ITPKB s1,449,1.16698,1.01016,1.13579,0.90766,0.79167,0.73434,1.2857,1.276,1.54669,1.10431,0.08301,0.16147,-1.26932,0.81122,0.0883,0.06581,-0.65225,1.36946,0.15356,0.05305,-0.42815
ITPKB s2,427,1.18463,1.18046,1.58232,0.88129,0.89726,1.38912,1.3442,1.31562,1.13908,1.3158,0.23082,0.14129,-1.34544,1.05589,0.2887,0.76928,1.28498,1.2663,0.1111,0.05341,-1.68427
ITPKC s1,251,1.04933,1.46597,0.87815,1.20846,1.18861,0.83181,0.86832,1.23334,1.05571,1.13115,0.30233,0.53082,-0.13751,1.0763,0.21196,0.59661,1.44652,1.05246,0.18254,0.668,-1.19781
ITPKC s2,428,1.11657,0.96322,0.90564,1.0311,1.28522,0.7625,1.08289,0.74946,1.18771,0.99514,0.10903,0.9455,-0.98385,1.02628,0.26139,0.87781,1.05048,1.00669,0.22885,0.96424,-1.42907
JAK1 s1,309,0.99707,1.05743,0.76444,0.89132,0.81029,0.53352,1.11865,1.30501,1.43284,0.93965,0.15471,0.56891,-0.77965,0.74504,0.18761,0.14282,-1.17624,1.2855,0.158,0.08871,0.03908
JAK1 s2,129,0.88504,1.12858,1.22015,0.79664,0.86278,0.70633,1.11097,1.30807,1.72745,1.07793,0.1732,0.51739,-0.72806,0.78859,0.07853,0.04305,-0.83146,1.38216,0.31485,0.17026,-0.01935
JAK2 s1,309,1.06443,1.2237,1.09312,0.92295,0.95481,0.94606,1.1533,1.28162,1.15544,1.12708,0.0849,0.1221,-0.96109,0.94127,0.01646,0.0252,0.37744,1.19679,0.07348,0.04347,-1.02295
JAK2 s2,287,1.21637,1.13237,1.14221,0.96376,0.83466,0.65247,1.2621,1.35668,1.7506,1.16365,0.04592,0.02525,-1.07108,0.81696,0.1564,0.17987,-0.60678,1.45646,0.25909,0.0927,-0.10104
JAK3 s1,293,0.90155,0.73818,0.8621,0.69441,0.85614,0.6085,1.29829,0.86221,1.41676,0.83394,0.08525,0.07774,-1.57927,0.71969,0.12574,0.061,-1.37698,1.19242,0.29204,0.372,-0.51033
JAK3 s2,52,0.99152,0.54657,1.03287,0.9035,0.7636,0.66222,1.09742,0.71578,1.55972,0.85699,0.26962,0.45523,-1.17154,0.77644,0.12115,0.08552,-0.92764,1.12431,0.42261,0.66108,-0.60095
KDR s1,298,0.89588,0.96386,2.31509,0.73812,0.61176,0.83574,1.21374,1.57555,2.77012,1.39161,0.80048,0.48603,1.21657,0.72854,0.1123,0.05258,-1.30691,1.85314,0.81447,0.2113,2.13208
KDR s2,10,1.49163,1.05434,1.29286,1.06298,0.83255,0.69075,1.40326,1.26639,1.87169,1.27961,0.21895,0.15748,0.1412,0.86209,0.18787,0.33142,-0.24947,1.51378,0.31742,0.10717,0.36928
KHK s1,423,1.08588,0.76035,0.96737,0.95499,1.16234,0.72316,1.13706,0.65416,1.33769,0.93786,0.16476,0.58067,-0.98471,0.94683,0.2197,0.71582,0.42145,1.04297,0.35135,0.85188,-1.09576
KHK s2,410,0.9809,1.23942,0.88498,0.7841,1.04793,0.64141,1.25099,1.18273,1.37974,1.0351,0.18333,0.77171,-0.6594,0.82448,0.20625,0.27841,-0.54725,1.27115,0.10004,0.0425,-0.28555
KIAA1446 s1,313,0.84479,1.21872,0.77322,0.76273,0.85198,0.80033,1.10758,1.43046,0.96613,0.94558,0.23924,0.73161,-0.97402,0.80501,0.04481,0.01715,-0.70141,1.16806,0.238,0.34586,-0.59865
KIAA1446 s2,144,0.6834,0.76951,1.47639,0.71857,0.93171,0.63095,0.95105,0.82591,2.33996,0.97643,0.43511,0.93381,-0.46915,0.76041,0.15469,0.11539,-1.05795,1.37231,0.84035,0.52307,0.47484
KIAA1804 s1,132,0.96183,1.04005,1.01189,1.00418,0.87537,0.96984,0.95782,1.18812,1.04337,1.00459,0.03962,0.85956,-1.24585,0.94979,0.0667,0.32222,0.44493,1.0631,0.11641,0.4469,-1.41418
KIAA1804 s2,135,1.00727,0.70871,0.73285,1.02327,0.85136,1.05441,0.98436,0.83244,0.69503,0.81628,0.16584,0.19502,-1.38502,0.97635,0.10936,0.74396,0.65519,0.83728,0.14472,0.19084,-1.77228
KIDINS220 s1,197,0.90906,1.51465,1.19037,1.05337,0.6894,0.8936,0.863,2.19704,1.3321,1.20469,0.30305,0.36258,-0.50069,0.87879,0.18243,0.36884,-0.11724,1.46405,0.67674,0.35688,0.02581
KIDINS220 s2,193,0.91274,0.83201,1.70277,1.05639,1.06601,0.64809,0.86402,0.78049,2.62736,1.14918,0.48112,0.64499,-0.54248,0.9235,0.23856,0.63443,0.23673,1.42396,1.04302,0.55434,0.01751
KIP2 s1,37,0.98403,0.66612,1.01087,1.03505,0.92319,1.00014,0.95071,0.72154,1.01073,0.88701,0.19176,0.41481,-0.93539,0.98613,0.05723,0.71538,0.73259,0.89433,0.15261,0.35322,-1.45947
KIP2 s2,112,0.86666,0.62867,1.29597,0.92387,0.7671,0.71819,0.93807,0.81954,1.80449,0.93043,0.33819,0.75569,-1.27773,0.80306,0.10745,0.08654,-0.7169,1.18737,0.53772,0.60749,-0.6884
KIS s1,211,1.13437,0.81336,1.11365,0.98935,0.88842,0.76579,1.14658,0.91551,1.45426,1.02046,0.17966,0.86185,-1.06705,0.88119,0.11196,0.20743,-0.09829,1.17212,0.27028,0.385,-0.92458
KIS s2,221,0.87258,1.15529,0.59765,0.89218,0.87727,1.19809,0.97803,1.31691,0.49884,0.87517,0.27883,0.51922,-1.2729,0.98918,0.18107,0.92701,0.75677,0.93126,0.41104,0.79934,-1.54201
KIT s1,259,0.98047,0.99455,0.93238,0.9046,0.86704,0.5514,1.08387,1.14706,1.69092,0.96913,0.0326,0.2427,-0.50804,0.77435,0.19399,0.18151,-0.94418,1.30728,0.33374,0.25181,0.21777
KIT s2,321,0.6443,0.97145,0.93195,0.59443,0.83462,0.64335,1.08389,1.16394,1.44859,0.84923,0.17857,0.28116,-1.28261,0.6908,0.12693,0.05185,-1.6057,1.23214,0.19168,0.17083,-0.20701
KSR s1,166,1.01032,1.33557,0.99547,1.03426,1.0324,0.78021,0.97685,1.29366,1.2759,1.11379,0.19222,0.41302,-1.24978,0.94896,0.14614,0.60672,0.4383,1.18214,0.178,0.21836,-0.98988
KSR s2,152,0.9633,0.83388,1.08553,0.82608,1.14656,0.88153,1.16611,0.72729,1.2314,0.9609,0.12584,0.64435,-0.86413,0.95139,0.17128,0.67168,0.45757,1.0416,0.27415,0.81728,-1.10287
KSR2 s1,350,0.83091,0.86791,1.19412,0.75397,0.85911,0.96934,1.10204,1.01024,1.23189,0.96431,0.19988,0.78637,-1.15223,0.86081,0.10769,0.15457,-0.25965,1.11472,0.11137,0.21631,-0.98889
